'fixed acidity','volatile acidity','citric acid','residual sugar',chlorides,'free sulfur dioxide','total sulfur dioxide',density,pH,sulphates,alcohol,quality
7.342786213402853,0.2438142524398098,0.3847926408587637,2.038142524398098,0.03119071262199049,27.76285048796196,134.04147182824727,0.9905023218445024,3.297164135979144,0.4685572426805706,12.576285048796196,9
7.019735199020857,0.3001324004895711,0.42980139926564326,3.0026480097914234,0.026381463931460042,41.4344241272885,115.40794402937426,0.9900993379975521,3.3338808395593857,0.3959205597062573,12.819735199020858,9
7.3726320772263305,0.2418245281849113,0.3718594332019235,2.0182452818491132,0.031091226409245564,27.36490563698226,136.6281133596153,0.9905271933976887,3.288210376832101,0.4745264154452661,12.536490563698226,9
8.224454714557796,0.265622273572789,0.46751090570884407,6.922709801142744,0.0336866820718367,29.313317928163304,119.18450093006788,0.9940669232937686,3.2744213492625875,0.4424890942911559,11.494431606802754,9
8.13648656917973,0.3094164585335565,0.4018243284589865,7.797051837613761,0.027554668943661556,40.700858860812644,121.81019674813575,0.9938466833173155,3.235036852029828,0.416203934962715,11.407309495857554,9
6.937321758596251,0.3413391207018744,0.3679913189471884,3.8267824140374884,0.020612523101737584,52.14817138248735,117.88034724211246,0.9898933043964906,3.296794791368313,0.37119652757887533,12.73732175859625,9
7.312845690681745,0.24581028728788368,0.3977668673712439,2.0581028728788366,0.03129051436439419,28.162057457576736,131.4466265257512,0.9904773714089015,3.3061462927954763,0.462569138136349,12.616205745757673,9
7.362835673991073,0.24247762173392845,0.37610454127053505,2.0247762173392845,0.031123881086696423,27.495524346785693,135.779091745893,0.990519029728326,3.291149297802678,0.47256713479821455,12.549552434678569,9
8.52965858828632,0.2599351515579939,0.4198054546739817,7.714743446624919,0.03365802020773252,27.66450505193313,129.03242422100305,0.9948360575849687,3.2268395958453495,0.4667098989613374,11.104539390940428,9
8.857690622096305,0.2657239521546407,0.4371718564639221,9.374199617663663,0.034429860287285424,27.857465071821355,126.13802392267965,0.9960806497132477,3.2114027942542918,0.4628506985635729,10.699323349175152,9
7.1861834405382226,0.25425443729745184,0.452653842433437,2.1425443729745184,0.03171272186487259,29.85088745949037,120.46923151331261,0.9903718195337818,3.3441449678385333,0.43723668810764443,12.785088745949038,9
7.17783937390084,0.25481070840661063,0.4562696046429692,2.1481070840661065,0.031740535420330535,29.96214168132213,119.74607907140616,0.9903648661449174,3.346648187829748,0.43556787478016806,12.796214168132213,9
8.514618476515025,0.2596697378208534,0.4190092134625602,7.638658175311309,0.033622631709447126,27.65565792736178,129.1651310895733,0.9947789936314835,3.227547365811058,0.4668868414527644,11.123118352540262,9
7.013901817808653,0.3553403801805551,0.3456950908904327,4.531350742716083,0.018880150410339597,55.49856694706775,119.25886776774693,0.9901727695855556,3.2758581157160487,0.3651773553549388,12.580920826836406,9
7.373191812076432,0.24178721252823784,0.3716168814335461,2.017872125282379,0.03108936062641189,27.357442505647573,136.67662371329078,0.9905276598433971,3.2880424563770703,0.4746383624152864,12.535744250564758,9
8.296621231928437,0.302865495057473,0.4098310615964219,8.262898129246363,0.028792073155810654,38.589992851852415,122.17413916347373,0.9943707603954022,3.2292137733844206,0.4234827832694744,11.239895984802088,9
7.295446451281893,0.24697023658120715,0.40530653777784653,2.0697023658120717,0.03134851182906036,28.39404731624143,129.9386924444307,0.990462872042735,3.311366064615432,0.4590892902563785,12.639404731624143,9
7.5509200411720885,0.2426632948442133,0.3679898845326399,2.7634778553411508,0.03135510597922844,27.08877649480711,137.66835257789333,0.9911226083915059,3.272897880415431,0.47822447010385777,12.313569360905067,9
8.280584785944495,0.2659029239297225,0.4663883042811101,7.15845610096688,0.03377087717891675,29.22912282108326,119.49321632269472,0.994254959032914,3.2696502931947182,0.4436116957188899,11.424269017569381,9
7.814205245680778,0.2635710262284039,0.4757158950863844,5.199662031859272,0.03307130786852117,29.928692131478833,116.92812885124428,0.9926925875730306,3.309292554117134,0.4342841049136156,12.007243442899027,9
7.612512775023861,0.24375022544159755,0.37125067632479264,3.0750646265912964,0.03150003005887967,27.12500751471992,137.12488727920123,0.9913562984699436,3.2699993988224065,0.4774998497056016,12.237484219088172,9
6.797392524950322,0.3205214950099356,0.36895700998012876,1.8368710299403863,0.025342635548907082,26.763495349304506,96.05398139721802,0.9899066102824354,3.3942085980039742,0.5349908405188777,12.597392524950322,9
8.57271508294372,0.2915707466068478,0.423635754147186,9.066080241290823,0.030925525640928753,34.95057390665096,122.80162518850845,0.9952743402714522,3.219173996983865,0.4360325037701691,10.95125241328611,9
7.170682658295367,0.25528782278030887,0.4593708480720077,2.1528782278030887,0.03176439113901544,30.057564556061777,119.12583038559846,0.9903589022152461,3.34879520251139,0.43413653165907334,12.805756455606177,9
7.139147644949034,0.25739015700339773,0.47303602052208527,2.1739015700339777,0.031869507850169884,30.478031400679548,116.39279589558294,0.9903326230374575,3.35825570651529,0.42782952898980675,12.847803140067954,9
8.901179563024407,0.2690058978151221,0.4539764087395119,9.764954164702509,0.034701769344536615,28.29823065546339,122.90648759663424,0.9963339515361318,3.2168997371429255,0.45602359126048814,10.648525546219492,9
8.762938824822134,0.2640518616145083,0.4321555848435248,8.894866996159033,0.03420691488193443,27.80172872048361,126.97406919274587,0.9957211502471193,3.2158617023613116,0.46396542559032783,10.816369686984423,9
7.040981439010738,0.28950928049463076,0.4457360792580539,2.7901856098926148,0.0278687007307517,38.67241292860399,114.77055682967784,0.9901524535975268,3.3434416475548323,0.40229443170322154,12.840981439010738,9
7.2421757271063925,0.25052161819290714,0.4283905182538965,2.105216181929072,0.03152608090964536,29.10432363858143,125.3218963492207,0.9904184797725887,3.3273472818680823,0.4484351454212785,12.710432363858143,9
6.782300168740839,0.323539966251832,0.362920067496336,1.8187602024890082,0.02501060371229848,26.55220236237176,95.20880944948703,0.9898869902193631,3.395415986500733,0.5407259358784808,12.58230016874084,9
8.17012797631554,0.253590493699686,0.4007714810990579,5.8959415272433136,0.0328120658266248,27.4530164566562,132.20475315015702,0.9934719561454325,3.243758683467504,0.470939670866876,11.548665441021981,9
6.820256296975998,0.35207077330886405,0.3040964030064639,2.392922669113594,0.022233435263065593,24.352410075161597,88.43599823282557,0.9902975535131094,3.391498471054016,0.5967846221814401,12.223794962419202,9
7.667300152954224,0.3215771944936479,0.3583072097890704,5.4422805506352105,0.026976880856543664,25.70768024472676,101.64988238608592,0.9927878624496854,3.3203467871518453,0.5459619908227464,11.54615987763662,9
7.187491261065947,0.2541672492622702,0.45208712020475605,2.1416724926227015,0.03170836246311351,29.83344985245403,120.58257595904878,0.9903729093842216,3.3437526216802156,0.4374982522131895,12.783344985245403,9
7.497895160396973,0.2417275616540642,0.36518268496219264,2.4952343408317432,0.03123034155387523,27.05758538846881,138.13621917296788,0.9909214257556238,3.2753931689224953,0.47884829223062386,12.379070684215504,9
7.326390467044605,0.24490730219702633,0.3918974642806712,2.0490730219702633,0.031245365109851316,27.981460439405268,132.62050714386578,0.9904886587225372,3.3020828598866183,0.46527809340892096,12.598146043940528,9
8.142122089444847,0.26521061044722427,0.46915755821110305,6.5769127756683545,0.03356318313416727,29.436816865832732,118.73167149194666,0.9937911089996402,3.281419622397188,0.4408424417888969,11.597347388193942,9
7.21661843073136,0.25222543795124264,0.439465346683077,2.1222543795124262,0.03161127189756213,29.445087590248527,123.10693066338459,0.9903971820256094,3.335014470780592,0.4433236861462721,12.744508759024853,9
8.764890211164547,0.2640862978440803,0.4322588935322408,8.904738715303004,0.0342115063792107,27.802876594802676,126.95685107795987,0.9957285540364773,3.215769872415786,0.4639424681039465,10.813959150914382,9
7.463700170891297,0.2618185008544565,0.4827259965821741,3.727540717743448,0.032545550256336944,30.454449743663055,115.00035093990213,0.9915183955724858,3.33908548547424,0.42727400341782595,12.44537478638588,9
7.260541721574676,0.24929721856168824,0.42043192065097346,2.0929721856168824,0.03146486092808441,28.859443712337647,126.9136158698053,0.9904337847679789,3.321837483527597,0.4521083443149353,12.685944371233765,9
7.09908037980659,0.2604598100967052,0.4893102848549422,2.2091962019341045,0.03193562658646127,31.119550625143354,113.02758860580231,0.9902977009495164,3.3695861709129655,0.41972411394197684,12.89908037980659,9
7.35719254271686,0.24285383048554265,0.3785498981560273,2.028538304855427,0.031142691524277132,27.57076609710853,135.29002036879453,0.9905143271189307,3.2928422371849417,0.471438508543372,12.557076609710853,9
7.391532322954414,0.2614576616147721,0.48416935354091173,3.4244357564085397,0.03243729848443162,30.562701515568378,114.60342777624928,0.9912766332818973,3.345219752548875,0.4258306464590883,12.535584596306983,9
8.783365656047796,0.28295322316168114,0.4341682828023898,9.678881908502676,0.03255328006946024,32.17381635209725,123.28037649101772,0.9959637421470655,3.2115139761437166,0.44560752982035434,10.731026814131852,9
8.471190183708565,0.2589033561830923,0.41671006854927695,7.418962105819794,0.03352044749107898,27.630111872769742,129.54832190845386,0.9946142215793649,3.2295910501784206,0.46739776254460513,11.176765067183538,9
8.54388090217168,0.2601861335677355,0.42055840070320655,7.786691622750848,0.03369148447569807,27.67287111892452,128.90693321613224,0.9948900187170632,3.226170310486039,0.46654257762150964,11.086970650258515,9
8.740179892608522,0.2636502333989739,0.4309507001969218,8.779733574372523,0.03415336445319653,27.78834111329913,127.17488330051305,0.9956348001807794,3.2169327109360695,0.4642331777340174,10.844483662071825,9
8.8301469836577,0.28103944157763955,0.43650734918288503,9.814973043367857,0.03291477214644587,31.5571533972394,123.38669769013114,0.9961168446737888,3.209812836957902,0.44773395380262276,10.682119062539677,9
7.262520089042962,0.2491653273971359,0.41957462808138335,2.091653273971359,0.0314582663698568,28.83306547942718,127.08507438372332,0.9904354334075358,3.3212439732871113,0.4525040178085923,12.683306547942719,9
8.433541402004584,0.25823896591772794,0.4147168977531838,7.228503563082011,0.03343186212236373,27.60796553059093,129.88051704113602,0.9944713776723115,3.2313627575527257,0.46784068938818135,11.223272385759044,9
9.067033045176412,0.2694182302089955,0.4482546906269866,10.433225993245385,0.03492243069453274,27.980607673633184,124.29088489550223,0.996874919494934,3.2015513861093456,0.46038784652733633,10.440723885370314,9
7.354633560075668,0.24302442932828877,0.37965879063387714,2.030244293282888,0.031151221466414438,27.604885865657756,135.06824187322457,0.9905121946333965,3.2936099319772993,0.4709267120151336,12.560488586565777,9
8.414713807035799,0.26657356903517904,0.463705723859284,7.7217979895503595,0.0339720707105537,29.0279292894463,120.2309259386969,0.99470429125357,3.258249326401957,0.446294276140716,11.25660774120525,9
7.2148456951034685,0.26057422847551737,0.4877030860979306,2.6823519194345713,0.0321722685426552,30.827731457344797,113.63165132306908,0.9906847330785966,3.3602381159162054,0.42229691390206936,12.756442881120664,9
8.95958085336861,0.26752201505944606,0.4425660451783382,9.889644317041203,0.03466960200792615,27.917400501981536,125.23899247027697,0.9964672332377809,3.2066079598414774,0.4616519899603693,10.573458945838777,9
7.861182837873965,0.3145974178365373,0.37071570162393375,6.140258216346274,0.028062623892094206,26.017892540598343,104.67445227083385,0.9933578775433495,3.304060641618587,0.5343290297275621,11.391053729700829,9
8.580807738950822,0.26740403869475415,0.4603838452209836,8.419392503593453,0.034221211608426234,28.778788391573766,121.14444256422952,0.9952607059254852,3.2441313421891804,0.44961615477901645,11.048990326311472,9
8.604145309417806,0.26124962310737304,0.42374886932211914,8.091558624113606,0.03383328308098307,27.70832077024577,128.37518844631347,0.9951186689680852,3.223334338380339,0.46583358459508467,11.012526382483887,9
6.923246562621337,0.2953506874757326,0.4192986250485347,1.9878958751456044,0.028111424377669413,28.525451876698718,103.10180750679487,0.9900702205314077,3.384140274990293,0.487166306203892,12.723246562621338,9
7.260269223755973,0.2493153850829351,0.4205500030390782,2.093153850829351,0.03146576925414676,28.86307701658702,126.88999939218436,0.9904335576864634,3.321919232873208,0.45205384475119464,12.686307701658702,9
7.579883992986243,0.2623994199649312,0.4804023201402751,4.215512770542225,0.03271982598947937,30.280174010520632,115.63936196142434,0.9919076113765039,3.3292098605961695,0.42959767985972486,12.300145008767196,9
7.3328828898527245,0.2444744740098184,0.3890840810638196,2.044744740098184,0.03122372370049092,27.89489480196368,133.1831837872361,0.9904940690748772,3.300135133044183,0.4665765779705448,12.589489480196368,9
8.154199254046594,0.25330939860082224,0.39992819580246675,5.815360932235709,0.032774586480109634,27.44364662002741,132.34530069958888,0.9934115206991768,3.2445082703978074,0.47112706759945183,11.568342097942443,9
7.883350030722716,0.2485297064245185,0.38558911927355555,4.445182508361972,0.0321372941899358,27.28432354748395,134.73514678774075,0.9923838868812715,3.257254116201284,0.474313529050321,11.902920550283705,9
7.57687037393693,0.24312124189300463,0.36936372567901393,2.8947560093279985,0.03141616558573395,27.104041396433487,137.43937905349767,0.9912210670069961,3.271676688285321,0.4779191720713302,12.281513067489675,9
8.551907415771717,0.26032777792538325,0.42098333377614977,7.827296338609869,0.033710370390051106,27.677592597512774,128.83611103730837,0.9949204722539574,3.225792592198978,0.4664481480497445,11.077055545223171,9
7.247310883437753,0.2501792744374831,0.4261652838436404,2.1017927443748317,0.03150896372187416,29.035854887496626,125.76694323127192,0.9904227590695315,3.325806734968674,0.44946217668755056,12.703585488749663,9
8.200239121534148,0.2541218668506026,0.4023656005518078,6.048268497172747,0.03288291558008035,27.470728895020088,131.9390665746987,0.9935862013728796,3.242341688398393,0.47058542209959825,11.511469320457818,9
